OrderID,Date,CustomerID,TrackingNumber,ShippingAddress,Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200413,2023-10-08,C13923,TRK87598790,123 Main St,Tablet,1,118.80,Online,Delivered,6,SAVE10,Email,118.80
ORD200414,2025-05-04,C11829,TRK84229257,797 Main St,Desk,2,139.57,Cash,Delivered,4,WINTER15,Facebook,279.14
ORD200415,2025-04-06,C62169,TRK64558985,655 Main St,Chair,1,184.15,Gift Card,Shipped,5,FREESHIP,Facebook,184.15
ORD200416,2023-07-18,C20881,TRK26263902,652 Main St,Laptop,2,644.05,Gift Card,Cancelled,5,WINTER15,Referral,1288.10
ORD200417,2023-10-24,C44492,TRK51429869,954 Main St,Laptop,5,55.41,Online,Cancelled,5,NO COUPON,Google,277.05
ORD200418,2023-01-11,C74169,TRK66144809,862 Main St,Printer,1,310.93,Online,Cancelled,3,NO COUPON,Facebook,310.93
ORD200419,2024-04-17,C70999,TRK75644156,885 Main St,Tablet,2,216.66,Debit Card,Pending,6,FREESHIP,Instagram,433.32
ORD200420,2024-11-29,C11921,TRK91362635,439 Main St,Phone,1,452.70,Debit Card,Shipped,5,FREESHIP,Instagram,452.70
ORD200421,2023-10-15,C50683,TRK53032122,769 Main St,Chair,2,288.21,Debit Card,Cancelled,5,NO COUPON,Email,576.42
ORD200422,2023-06-05,C76140,TRK25861469,914 Main St,Phone,4,206.60,Gift Card,Returned,6,WINTER15,Referral,826.40
ORD200423,2024-07-20,C94311,TRK97308771,195 Main St,Printer,4,685.20,Gift Card,Cancelled,6,WINTER15,Google,2740.80
ORD200424,2023-04-12,C49491,TRK64012257,339 Main St,Chair,5,22.94,Cash,Pending,10,NO COUPON,Email,114.70
ORD200425,2023-03-09,C40648,TRK25325993,488 Main St,Laptop,2,301.88,Gift Card,Returned,5,WINTER15,Email,603.76
ORD200426,2025-03-16,C40967,TRK24839296,315 Main St,Monitor,5,57.45,Cash,Cancelled,10,NO COUPON,Facebook,287.25
ORD200427,2024-12-18,C25406,TRK70952564,379 Main St,Desk,1,161.24,Credit Card,Pending,3,WINTER15,Instagram,161.24
ORD200428,2024-11-26,C77085,TRK57227640,895 Main St,Chair,4,262.58,Online,Cancelled,8,WINTER15,Email,1050.32
ORD200429,2024-12-19,C38126,TRK90838498,522 Main St,Printer,4,515.19,Credit Card,Pending,9,SAVE10,Facebook,2060.76
ORD200430,2023-06-07,C87448,TRK44134016,433 Main St,Phone,1,450.07,Gift Card,Shipped,6,FREESHIP,Google,450.07
ORD200431,2024-10-06,C62312,TRK59623037,651 Main St,Printer,1,52.54,Debit Card,Cancelled,6,WINTER15,Facebook,52.54
ORD200432,2023-09-04,C58443,TRK77163738,662 Main St,Tablet,2,424.32,Credit Card,Returned,6,NO COUPON,Referral,848.64
ORD200433,2023-08-26,C36613,TRK13282106,785 Main St,Monitor,3,631.64,Credit Card,Returned,3,FREESHIP,Facebook,1894.92
ORD200434,2023-10-22,C73893,TRK85939879,384 Main St,Printer,5,327.68,Credit Card,Returned,6,NO COUPON,Facebook,1638.40
ORD200435,2023-05-27,C48601,TRK97868309,101 Main St,Printer,1,414.47,Debit Card,Returned,3,FREESHIP,Instagram,414.47
ORD200436,2023-02-11,C14568,TRK73545796,651 Main St,Laptop,4,221.33,Online,Pending,5,NO COUPON,Google,885.32
ORD200437,2024-04-18,C63378,TRK20863705,955 Main St,Phone,1,512.39,Online,Delivered,2,FREESHIP,Instagram,512.39
ORD200438,2025-01-03,C77800,TRK27439574,436 Main St,Tablet,3,459.34,Gift Card,Pending,3,SAVE10,Instagram,1378.02
ORD200439,2024-09-08,C91155,TRK36260319,321 Main St,Tablet,1,146.32,Online,Shipped,4,WINTER15,Facebook,146.32
ORD200440,2024-11-05,C60215,TRK31727767,978 Main St,Desk,4,83.60,Debit Card,Pending,4,SAVE10,Facebook,334.40
ORD200441,2023-12-13,C52915,TRK79466982,475 Main St,Printer,2,328.54,Gift Card,Returned,6,FREESHIP,Email,657.08
ORD200442,2024-05-06,C72588,TRK43410829,661 Main St,Chair,5,314.94,Cash,Pending,8,SAVE10,Instagram,1574.70
ORD200443,2024-05-14,C61668,TRK58970302,813 Main St,Chair,2,69.64,Cash,Returned,6,NO COUPON,Facebook,139.28
ORD200444,2024-06-08,C79508,TRK61882353,585 Main St,Printer,1,135.17,Online,Shipped,6,FREESHIP,Instagram,135.17
ORD200445,2024-03-23,C94569,TRK31351770,227 Main St,Phone,1,487.21,Cash,Delivered,3,SAVE10,Referral,487.21
ORD200446,2023-10-18,C89592,TRK49442402,262 Main St,Laptop,5,509.58,Online,Delivered,6,FREESHIP,Instagram,2547.90
ORD200447,2024-04-07,C48207,TRK45355655,356 Main St,Printer,2,416.81,Cash,Returned,2,NO COUPON,Facebook,833.62
ORD200448,2023-09-04,C16776,TRK12860600,854 Main St,Laptop,2,160.00,Cash,Pending,4,SAVE10,Instagram,320.00
ORD200449,2024-08-26,C91518,TRK48688724,286 Main St,Tablet,3,253.05,Online,Pending,3,NO COUPON,Instagram,759.15
ORD200450,2024-01-15,C36408,TRK94023253,160 Main St,Monitor,5,615.10,Gift Card,Returned,10,WINTER15,Instagram,3075.50
ORD200451,2023-04-01,C14837,TRK17501136,647 Main St,Monitor,1,183.18,Debit Card,Cancelled,6,SAVE10,Email,183.18
ORD200452,2023-07-23,C36467,TRK20863987,581 Main St,Printer,1,75.78,Cash,Pending,5,SAVE10,Google,75.78
ORD200453,2025-05-02,C15017,TRK51241924,492 Main St,Tablet,1,675.57,Cash,Shipped,1,WINTER15,Facebook,675.57
ORD200454,2024-11-27,C54759,TRK75583042,686 Main St,Laptop,1,109.29,Debit Card,Cancelled,5,FREESHIP,Google,109.29
ORD200455,2024-03-26,C58341,TRK32856728,874 Main St,Phone,1,639.83,Debit Card,Pending,2,SAVE10,Referral,639.83
ORD200456,2023-06-26,C94479,TRK69089975,259 Main St,Desk,5,62.81,Credit Card,Shipped,9,SAVE10,Facebook,314.05
ORD200457,2025-05-25,C50236,TRK67692578,545 Main St,Desk,4,615.83,Online,Returned,4,WINTER15,Instagram,2463.32
ORD200458,2024-07-02,C31412,TRK61946127,196 Main St,Monitor,4,510.58,Credit Card,Returned,7,WINTER15,Email,2042.32
ORD200459,2024-07-24,C90142,TRK39717191,433 Main St,Desk,1,334.39,Credit Card,Returned,2,NO COUPON,Instagram,334.39
ORD200460,2024-10-06,C83548,TRK93822942,474 Main St,Laptop,1,144.25,Cash,Returned,2,WINTER15,Referral,144.25
ORD200461,2024-06-08,C29697,TRK47776482,407 Main St,Tablet,1,401.82,Credit Card,Shipped,5,FREESHIP,Google,401.82
ORD200462,2025-03-31,C22991,TRK32796086,731 Main St,Phone,1,252.68,Online,Cancelled,1,NO COUPON,Referral,252.68
ORD200463,2023-05-26,C25276,TRK14011732,214 Main St,Laptop,5,662.78,Debit Card,Shipped,9,SAVE10,Instagram,3313.90
ORD200464,2023-03-14,C39176,TRK71418686,739 Main St,Tablet,4,434.42,Online,Cancelled,6,FREESHIP,Google,1737.68
ORD200465,2024-02-26,C58773,TRK65438300,391 Main St,Printer,5,513.49,Gift Card,Cancelled,8,NO COUPON,Google,2567.45
ORD200466,2023-07-18,C37412,TRK97829604,895 Main St,Phone,1,432.47,Cash,Delivered,4,FREESHIP,Referral,432.47
ORD200467,2024-08-30,C36492,TRK44350440,572 Main St,Desk,1,45.94,Cash,Cancelled,2,WINTER15,Email,45.94
ORD200468,2025-06-21,C90110,TRK60203957,998 Main St,Phone,1,418.36,Credit Card,Delivered,5,FREESHIP,Email,418.36
ORD200469,2023-11-26,C13877,TRK17254691,893 Main St,Chair,5,676.98,Cash,Cancelled,5,NO COUPON,Facebook,3384.90
ORD200470,2023-09-29,C25149,TRK33538608,672 Main St,Tablet,4,263.62,Cash,Shipped,5,SAVE10,Email,1054.48
ORD200471,2025-04-19,C52717,TRK27625571,395 Main St,Desk,5,551.27,Online,Cancelled,7,FREESHIP,Referral,2756.35
ORD200472,2023-01-06,C60029,TRK86461316,796 Main St,Chair,3,508.12,Credit Card,Cancelled,8,FREESHIP,Referral,1524.36
ORD200473,2025-02-25,C28552,TRK71597160,449 Main St,Chair,2,14.93,Online,Shipped,4,NO COUPON,Facebook,29.86
ORD200474,2023-11-15,C72293,TRK84378003,398 Main St,Printer,3,229.34,Credit Card,Shipped,6,SAVE10,Referral,688.02
ORD200475,2025-04-19,C29844,TRK91642337,363 Main St,Tablet,2,438.62,Cash,Cancelled,3,SAVE10,Facebook,877.24
ORD200476,2024-01-15,C77872,TRK19292184,867 Main St,Phone,2,513.59,Online,Returned,4,FREESHIP,Referral,1027.18
ORD200477,2025-03-05,C56564,TRK13166044,481 Main St,Phone,2,253.74,Online,Shipped,5,SAVE10,Google,507.48
ORD200478,2024-11-01,C16758,TRK88544431,914 Main St,Tablet,3,62.77,Gift Card,Shipped,6,FREESHIP,Referral,188.31
ORD200479,2023-02-18,C87011,TRK21429162,943 Main St,Monitor,4,25.29,Credit Card,Pending,8,NO COUPON,Google,101.16
ORD200480,2023-06-16,C21147,TRK93171043,126 Main St,Chair,1,335.10,Debit Card,Pending,6,FREESHIP,Referral,335.10
ORD200481,2023-04-23,C94568,TRK58653915,317 Main St,Laptop,4,484.85,Debit Card,Delivered,5,WINTER15,Referral,1939.40
ORD200482,2025-03-02,C35852,TRK22302049,989 Main St,Monitor,3,381.41,Online,Pending,6,NO COUPON,Instagram,1144.23
ORD200483,2023-01-18,C66462,TRK52743700,982 Main St,Phone,5,347.92,Cash,Pending,6,WINTER15,Google,1739.60
ORD200484,2024-05-29,C29092,TRK90455340,767 Main St,Chair,4,15.01,Cash,Cancelled,6,NO COUPON,Facebook,60.04
ORD200485,2023-08-01,C46651,TRK67679195,764 Main St,Chair,3,404.79,Cash,Shipped,6,SAVE10,Instagram,1214.37
ORD200486,2023-02-03,C88981,TRK75267873,558 Main St,Printer,4,611.26,Cash,Shipped,5,SAVE10,Referral,2445.04
ORD200487,2023-03-09,C40136,TRK92924852,211 Main St,Printer,3,346.52,Credit Card,Pending,3,SAVE10,Google,1039.56
ORD200488,2024-12-05,C81573,TRK96522994,556 Main St,Chair,1,36.65,Online,Cancelled,1,WINTER15,Email,36.65
ORD200489,2023-09-05,C11940,TRK85466461,589 Main St,Tablet,3,149.34,Gift Card,Cancelled,7,WINTER15,Email,448.02
ORD200490,2024-07-22,C50097,TRK62785150,539 Main St,Chair,5,467.81,Online,Cancelled,10,NO COUPON,Facebook,2339.05
ORD200491,2023-01-05,C98168,TRK56423359,481 Main St,Phone,5,420.70,Cash,Pending,5,WINTER15,Facebook,2103.50
ORD200492,2023-10-25,C39074,TRK13027036,103 Main St,Laptop,5,606.52,Debit Card,Shipped,6,SAVE10,Instagram,3032.60
ORD200493,2025-01-28,C84908,TRK64135970,372 Main St,Phone,1,420.26,Credit Card,Pending,4,FREESHIP,Facebook,420.26
ORD200494,2023-07-19,C64516,TRK63920573,459 Main St,Laptop,3,505.79,Debit Card,Pending,3,FREESHIP,Referral,1517.37
ORD200495,2025-06-05,C63827,TRK35730581,947 Main St,Phone,4,493.73,Debit Card,Pending,6,SAVE10,Facebook,1974.92
ORD200496,2025-03-14,C93618,TRK66129326,249 Main St,Printer,3,201.21,Online,Cancelled,3,SAVE10,Google,603.63
ORD200497,2024-10-24,C93948,TRK77358113,454 Main St,Printer,3,112.29,Gift Card,Shipped,6,NO COUPON,Google,336.87
ORD200498,2023-07-12,C73961,TRK32607173,306 Main St,Tablet,4,132.56,Cash,Returned,8,WINTER15,Instagram,530.24
ORD200499,2023-04-06,C18138,TRK20289483,520 Main St,Printer,3,539.46,Credit Card,Shipped,4,SAVE10,Facebook,1618.38
ORD200500,2024-04-07,C79475,TRK42168516,169 Main St,Laptop,5,508.59,Cash,Returned,8,WINTER15,Facebook,2542.95
ORD200501,2024-02-04,C88546,TRK19867754,226 Main St,Desk,4,203.46,Credit Card,Pending,7,SAVE10,Referral,813.84
ORD200502,2023-05-20,C69332,TRK65718848,745 Main St,Monitor,3,565.25,Debit Card,Returned,7,SAVE10,Email,1695.75
ORD200503,2023-08-31,C64554,TRK95384568,498 Main St,Tablet,3,136.84,Online,Pending,4,FREESHIP,Facebook,410.52
ORD200504,2025-06-11,C11676,TRK35726395,805 Main St,Monitor,2,464.50,Online,Cancelled,2,WINTER15,Instagram,929.00
ORD200505,2023-06-11,C36014,TRK97246526,558 Main St,Printer,2,434.97,Online,Shipped,7,NO COUPON,Email,869.94
ORD200506,2023-07-25,C23279,TRK58039693,696 Main St,Monitor,2,43.67,Cash,Returned,4,WINTER15,Instagram,87.34
ORD200507,2023-07-05,C86481,TRK87513944,546 Main St,Phone,1,171.59,Credit Card,Pending,5,WINTER15,Email,171.59
ORD200508,2025-05-14,C39550,TRK24120267,976 Main St,Phone,1,558.27,Online,Delivered,1,NO COUPON,Referral,558.27
ORD200509,2023-02-15,C68937,TRK31908657,560 Main St,Laptop,2,425.03,Cash,Returned,2,WINTER15,Google,850.06
ORD200510,2024-12-16,C72533,TRK51288986,389 Main St,Printer,1,376.76,Debit Card,Delivered,5,SAVE10,Email,376.76
ORD200511,2024-03-15,C11415,TRK65061457,267 Main St,Monitor,5,575.24,Cash,Delivered,7,WINTER15,Email,2876.20
ORD200512,2024-09-27,C14114,TRK63290700,856 Main St,Desk,3,568.02,Online,Pending,3,FREESHIP,Instagram,1704.06
ORD200513,2025-02-09,C64128,TRK37053575,533 Main St,Tablet,3,94.88,Gift Card,Shipped,8,NO COUPON,Referral,284.64
ORD200514,2023-04-16,C15629,TRK64926044,492 Main St,Printer,3,304.15,Gift Card,Shipped,3,WINTER15,Instagram,912.45
ORD200515,2023-03-14,C67561,TRK75900717,160 Main St,Phone,3,553.52,Gift Card,Shipped,4,FREESHIP,Facebook,1660.56
ORD200516,2024-04-07,C47022,TRK28855040,208 Main St,Monitor,3,166.99,Cash,Returned,8,NO COUPON,Facebook,500.97
ORD200517,2024-04-09,C55205,TRK88141634,943 Main St,Tablet,4,198.35,Cash,Cancelled,7,FREESHIP,Google,793.40
ORD200518,2025-06-13,C30686,TRK59807273,319 Main St,Printer,4,403.58,Online,Pending,9,SAVE10,Referral,1614.32
ORD200519,2025-05-10,C71797,TRK66010667,941 Main St,Laptop,4,464.29,Debit Card,Returned,5,SAVE10,Email,1857.16
ORD200520,2023-03-10,C66332,TRK27063398,959 Main St,Monitor,3,635.98,Cash,Returned,5,NO COUPON,Referral,1907.94
ORD200521,2024-02-25,C82318,TRK37534165,991 Main St,Phone,1,528.06,Credit Card,Shipped,2,NO COUPON,Facebook,528.06
ORD200522,2024-04-20,C66254,TRK82843861,740 Main St,Chair,1,515.32,Gift Card,Cancelled,1,FREESHIP,Email,515.32
ORD200523,2025-02-18,C65083,TRK60937148,652 Main St,Desk,4,657.79,Credit Card,Returned,6,WINTER15,Google,2631.16
ORD200524,2023-10-25,C44778,TRK92617366,103 Main St,Phone,1,153.00,Credit Card,Returned,4,NO COUPON,Referral,153.00
ORD200525,2023-12-03,C54499,TRK18061555,160 Main St,Monitor,1,668.48,Debit Card,Shipped,1,SAVE10,Email,668.48
ORD200526,2024-02-29,C91201,TRK63526023,837 Main St,Desk,2,46.50,Cash,Returned,7,WINTER15,Google,93.00
ORD200527,2024-08-19,C27202,TRK75406128,967 Main St,Chair,5,653.47,Credit Card,Cancelled,10,SAVE10,Referral,3267.35
ORD200528,2025-02-26,C32011,TRK70997744,686 Main St,Chair,1,628.89,Credit Card,Returned,2,SAVE10,Referral,628.89
ORD200529,2024-04-07,C21181,TRK50363421,938 Main St,Tablet,2,675.10,Cash,Pending,4,FREESHIP,Google,1350.20
ORD200530,2024-07-18,C98450,TRK14809530,613 Main St,Chair,4,89.41,Online,Pending,9,NO COUPON,Google,357.64
ORD200531,2024-07-02,C64502,TRK14914388,722 Main St,Desk,5,320.01,Gift Card,Delivered,6,NO COUPON,Referral,1600.05
ORD200532,2025-05-03,C47365,TRK42207882,369 Main St,Laptop,2,41.00,Online,Delivered,7,NO COUPON,Email,82.00
ORD200533,2023-03-05,C66349,TRK63550793,715 Main St,Desk,1,565.85,Gift Card,Returned,1,FREESHIP,Facebook,565.85
ORD200534,2024-06-06,C73289,TRK70872738,906 Main St,Chair,3,648.59,Debit Card,Cancelled,4,SAVE10,Email,1945.77
ORD200535,2024-07-24,C48649,TRK45821445,332 Main St,Monitor,3,68.12,Online,Cancelled,3,FREESHIP,Email,204.36
ORD200536,2024-06-09,C18724,TRK52508861,124 Main St,Chair,1,616.10,Cash,Returned,6,NO COUPON,Email,616.10
ORD200537,2025-03-23,C68553,TRK58218971,385 Main St,Tablet,3,247.47,Online,Delivered,4,SAVE10,Facebook,742.41
ORD200538,2024-05-24,C61280,TRK95487711,100 Main St,Phone,3,490.74,Cash,Shipped,3,WINTER15,Email,1472.22
ORD200539,2025-02-18,C53277,TRK17653832,473 Main St,Desk,3,531.72,Gift Card,Delivered,7,SAVE10,Google,1595.16
ORD200540,2024-01-29,C87281,TRK81765057,852 Main St,Laptop,5,648.65,Online,Pending,7,NO COUPON,Referral,3243.25
ORD200541,2023-08-07,C69009,TRK61295842,879 Main St,Printer,5,456.06,Cash,Pending,10,NO COUPON,Instagram,2280.30
ORD200542,2023-11-14,C49726,TRK20739460,934 Main St,Tablet,1,17.98,Cash,Cancelled,6,FREESHIP,Email,17.98
ORD200543,2024-03-09,C37531,TRK93877673,354 Main St,Desk,5,269.86,Cash,Shipped,6,WINTER15,Facebook,1349.30
ORD200544,2024-03-10,C48713,TRK96334419,373 Main St,Printer,5,31.96,Credit Card,Returned,5,FREESHIP,Referral,159.80
ORD200545,2023-12-19,C74138,TRK74091695,964 Main St,Monitor,2,98.47,Cash,Returned,3,NO COUPON,Instagram,196.94
ORD200546,2024-03-01,C82399,TRK77177284,928 Main St,Monitor,1,158.68,Credit Card,Returned,6,WINTER15,Instagram,158.68
ORD200547,2023-08-20,C40427,TRK25392280,411 Main St,Phone,1,613.98,Online,Delivered,4,FREESHIP,Facebook,613.98
ORD200548,2024-01-05,C17103,TRK64398650,922 Main St,Printer,3,426.12,Online,Delivered,5,WINTER15,Instagram,1278.36
ORD200549,2025-02-25,C34266,TRK56378197,550 Main St,Monitor,4,629.88,Debit Card,Cancelled,8,WINTER15,Instagram,2519.52
ORD200550,2023-10-29,C97485,TRK81794737,573 Main St,Laptop,4,228.91,Cash,Shipped,4,FREESHIP,Google,915.64
ORD200551,2023-05-18,C23947,TRK74812710,353 Main St,Laptop,1,120.98,Debit Card,Delivered,6,WINTER15,Email,120.98
ORD200552,2023-09-30,C21665,TRK29890761,560 Main St,Chair,4,425.18,Online,Returned,8,WINTER15,Facebook,1700.72
ORD200553,2023-08-23,C82550,TRK74103758,828 Main St,Phone,2,333.83,Gift Card,Cancelled,4,FREESHIP,Referral,667.66
ORD200554,2025-05-30,C61943,TRK66126496,610 Main St,Laptop,2,492.90,Cash,Returned,5,FREESHIP,Instagram,985.80
ORD200555,2023-01-07,C88933,TRK89306964,333 Main St,Tablet,1,92.04,Cash,Shipped,2,NO COUPON,Facebook,92.04
ORD200556,2023-01-28,C30923,TRK82609328,932 Main St,Laptop,1,654.27,Gift Card,Pending,2,SAVE10,Facebook,654.27
ORD200557,2023-06-29,C56969,TRK40719215,130 Main St,Tablet,1,56.20,Debit Card,Pending,1,WINTER15,Facebook,56.20
ORD200558,2024-07-16,C76766,TRK32052962,485 Main St,Phone,4,628.12,Online,Delivered,6,WINTER15,Instagram,2512.48
ORD200559,2024-04-15,C22981,TRK10115285,454 Main St,Desk,3,157.40,Debit Card,Cancelled,7,WINTER15,Email,472.20
ORD200560,2023-01-31,C33634,TRK93168008,524 Main St,Monitor,4,588.85,Gift Card,Pending,7,NO COUPON,Email,2355.40
ORD200561,2023-01-31,C96822,TRK89180077,198 Main St,Printer,2,494.78,Online,Shipped,2,NO COUPON,Google,989.56
ORD200562,2023-10-06,C76675,TRK28043915,922 Main St,Laptop,3,663.93,Gift Card,Returned,6,FREESHIP,Email,1991.79
ORD200563,2023-12-12,C12039,TRK68645763,844 Main St,Laptop,1,132.68,Debit Card,Returned,1,SAVE10,Referral,132.68
ORD200564,2025-04-08,C93309,TRK99446987,734 Main St,Desk,5,364.28,Credit Card,Cancelled,5,WINTER15,Google,1821.40
ORD200565,2023-05-14,C62042,TRK42605492,214 Main St,Tablet,5,307.98,Online,Pending,10,NO COUPON,Facebook,1539.90
ORD200566,2024-04-18,C83223,TRK54339083,167 Main St,Phone,4,162.71,Cash,Cancelled,7,FREESHIP,Email,650.84
ORD200567,2024-09-30,C92575,TRK53579227,153 Main St,Chair,5,492.94,Cash,Shipped,10,FREESHIP,Email,2464.70
ORD200568,2023-03-10,C29072,TRK72334047,312 Main St,Laptop,2,343.99,Online,Delivered,4,NO COUPON,Google,687.98
ORD200569,2025-03-22,C25783,TRK13289741,672 Main St,Desk,5,250.68,Cash,Shipped,8,SAVE10,Instagram,1253.40
ORD200570,2024-12-27,C63727,TRK13611021,122 Main St,Desk,2,362.14,Debit Card,Pending,2,SAVE10,Instagram,724.28
ORD200571,2024-11-23,C42365,TRK39563288,867 Main St,Tablet,1,214.08,Gift Card,Returned,2,WINTER15,Google,214.08
ORD200572,2023-11-11,C27438,TRK69125497,341 Main St,Printer,1,70.32,Cash,Returned,4,WINTER15,Facebook,70.32
ORD200573,2023-01-25,C13205,TRK30686578,522 Main St,Chair,5,421.42,Debit Card,Cancelled,7,NO COUPON,Instagram,2107.10
ORD200574,2024-01-24,C29685,TRK97733212,275 Main St,Chair,5,384.69,Credit Card,Pending,6,FREESHIP,Email,1923.45
ORD200575,2023-06-07,C74005,TRK61640534,528 Main St,Chair,5,448.15,Gift Card,Returned,7,SAVE10,Google,2240.75
ORD200576,2024-05-29,C14457,TRK42517811,747 Main St,Laptop,5,79.08,Cash,Pending,8,NO COUPON,Facebook,395.40
ORD200577,2023-01-22,C77046,TRK44401497,967 Main St,Tablet,4,185.41,Online,Returned,9,WINTER15,Google,741.64
ORD200578,2024-10-10,C50415,TRK41345634,587 Main St,Monitor,5,566.07,Credit Card,Delivered,6,SAVE10,Instagram,2830.35
ORD200579,2023-06-04,C73999,TRK67919507,413 Main St,Tablet,2,187.88,Online,Shipped,4,WINTER15,Facebook,375.76
ORD200580,2023-11-14,C71076,TRK65148292,340 Main St,Monitor,2,255.99,Credit Card,Delivered,4,SAVE10,Instagram,511.98
ORD200581,2024-11-11,C44674,TRK87158684,942 Main St,Laptop,1,627.34,Online,Delivered,1,NO COUPON,Referral,627.34
ORD200582,2024-02-19,C15228,TRK33860620,558 Main St,Tablet,3,474.14,Gift Card,Shipped,8,WINTER15,Google,1422.42
ORD200583,2025-06-15,C27072,TRK29750379,996 Main St,Chair,3,154.37,Gift Card,Delivered,4,NO COUPON,Instagram,463.11
ORD200584,2025-03-21,C15257,TRK28779938,626 Main St,Chair,4,145.05,Online,Delivered,6,SAVE10,Google,580.20
ORD200585,2023-08-20,C91486,TRK79617136,907 Main St,Tablet,4,67.08,Cash,Returned,8,WINTER15,Google,268.32
ORD200586,2024-11-10,C17389,TRK98857880,905 Main St,Monitor,1,522.08,Gift Card,Returned,5,FREESHIP,Referral,522.08
ORD200587,2023-06-12,C18820,TRK91547425,347 Main St,Monitor,5,514.60,Gift Card,Delivered,10,FREESHIP,Instagram,2573.00
ORD200588,2024-12-10,C61849,TRK47613918,811 Main St,Monitor,4,577.82,Credit Card,Delivered,9,NO COUPON,Google,2311.28
ORD200589,2025-02-10,C84041,TRK84920444,900 Main St,Laptop,2,500.80,Cash,Delivered,3,FREESHIP,Referral,1001.60
ORD200590,2023-09-10,C55757,TRK27356242,175 Main St,Printer,2,461.13,Gift Card,Returned,4,NO COUPON,Email,922.26
ORD200591,2024-11-18,C18187,TRK50528185,470 Main St,Laptop,1,605.28,Gift Card,Shipped,3,FREESHIP,Referral,605.28
ORD200592,2024-04-23,C42306,TRK15499648,938 Main St,Phone,3,204.27,Online,Returned,4,NO COUPON,Google,612.81
ORD200593,2023-08-02,C51024,TRK31375086,636 Main St,Monitor,1,489.80,Gift Card,Shipped,4,FREESHIP,Facebook,489.80
ORD200594,2024-02-21,C40140,TRK12671989,598 Main St,Phone,5,72.64,Credit Card,Cancelled,7,NO COUPON,Email,363.20
ORD200595,2025-01-10,C72596,TRK83870446,491 Main St,Printer,2,385.16,Online,Pending,7,SAVE10,Email,770.32
ORD200596,2023-06-12,C91805,TRK34504030,653 Main St,Desk,3,606.41,Debit Card,Returned,7,FREESHIP,Facebook,1819.23
ORD200597,2024-11-25,C40538,TRK29821356,700 Main St,Desk,2,211.82,Gift Card,Cancelled,4,WINTER15,Email,423.64
ORD200598,2024-04-26,C60329,TRK59069987,826 Main St,Desk,5,495.35,Credit Card,Pending,5,NO COUPON,Facebook,2476.75
ORD200599,2023-06-30,C28740,TRK33642221,123 Main St,Chair,3,556.99,Online,Cancelled,4,FREESHIP,Facebook,1670.97
ORD200600,2023-05-26,C87051,TRK82056333,460 Main St,Printer,1,72.31,Gift Card,Cancelled,1,FREESHIP,Facebook,72.31
ORD200601,2023-10-02,C12479,TRK73935314,529 Main St,Monitor,5,24.82,Credit Card,Shipped,10,NO COUPON,Referral,124.10
ORD200602,2024-03-05,C35852,TRK64660134,982 Main St,Tablet,4,26.04,Online,Pending,5,SAVE10,Instagram,104.16
ORD200603,2024-10-04,C26223,TRK50900547,800 Main St,Tablet,1,657.07,Cash,Pending,4,SAVE10,Google,657.07
ORD200604,2025-06-22,C99214,TRK81368481,252 Main St,Chair,3,32.62,Debit Card,Delivered,6,NO COUPON,Facebook,97.86
ORD200605,2024-05-10,C49605,TRK95620066,892 Main St,Monitor,2,228.91,Debit Card,Shipped,4,SAVE10,Referral,457.82
ORD200606,2024-11-06,C85018,TRK54128886,783 Main St,Laptop,3,274.75,Cash,Cancelled,3,SAVE10,Google,824.25
ORD200607,2025-05-31,C96434,TRK56730647,282 Main St,Printer,4,634.05,Cash,Shipped,6,SAVE10,Google,2536.20
ORD200608,2024-07-24,C32956,TRK73140103,788 Main St,Laptop,5,543.16,Online,Cancelled,6,SAVE10,Instagram,2715.80
ORD200609,2025-01-27,C41137,TRK52732162,809 Main St,Chair,3,449.13,Cash,Returned,5,WINTER15,Referral,1347.39
ORD200610,2024-06-16,C60361,TRK83566924,623 Main St,Desk,5,389.62,Cash,Returned,7,FREESHIP,Facebook,1948.10
ORD200611,2023-04-21,C36688,TRK35720426,700 Main St,Desk,1,305.17,Gift Card,Returned,3,WINTER15,Referral,305.17
ORD200612,2023-06-02,C51811,TRK82377939,339 Main St,Chair,3,445.12,Gift Card,Cancelled,8,NO COUPON,Google,1335.36
ORD200613,2024-12-19,C62405,TRK14721763,154 Main St,Laptop,2,230.36,Online,Returned,4,WINTER15,Email,460.72
ORD200614,2024-03-08,C77363,TRK12439827,807 Main St,Phone,1,96.81,Gift Card,Cancelled,3,NO COUPON,Referral,96.81
ORD200615,2025-03-07,C97218,TRK52632065,252 Main St,Monitor,5,460.14,Credit Card,Returned,10,WINTER15,Facebook,2300.70
ORD200616,2024-10-17,C43919,TRK73113192,984 Main St,Tablet,3,601.60,Credit Card,Cancelled,7,SAVE10,Facebook,1804.80
ORD200617,2024-02-08,C57093,TRK75469057,834 Main St,Tablet,3,184.47,Online,Cancelled,4,NO COUPON,Referral,553.41
ORD200618,2024-09-03,C50565,TRK97981418,399 Main St,Tablet,1,411.34,Debit Card,Returned,5,NO COUPON,Instagram,411.34
ORD200619,2024-07-16,C38845,TRK47637374,764 Main St,Laptop,1,532.89,Gift Card,Pending,2,NO COUPON,Referral,532.89
